date,station,AWND,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,WDF2,WDF5,WSF2,WSF5
3/28/2016,,32,234,0,0,31,61,6,70,60,67,89
3/29/2016,,72,0,0,0,56,83,11,320,340,143,192
3/30/2016,,37,0,0,0,36,94,-43,180,190,89,125
3/31/2016,,46,0,0,0,112,222,67,230,220,107,157
4/1/2016,,47,18,0,0,132,178,106,180,170,103,134
4/2/2016,,26,13,0,0,98,117,28,190,200,63,85
4/3/2016,,72,5,5,0,17,33,-66,310,280,165,219
4/4/2016,,19,15,28,0,-55,-38,-82,360,10,54,67
4/5/2016,,47,0,0,30,-28,28,-71,340,310,94,134
4/6/2016,,37,5,5,0,-14,44,-82,190,200,89,116
4/7/2016,,68,122,0,0,65,100,44,150,160,139,201
4/8/2016,,51,0,0,0,89,128,17,240,230,103,143
4/9/2016,,42,0,0,0,30,83,-32,340,360,107,139
4/10/2016,,43,0,0,0,22,83,-27,330,340,98,125
4/11/2016,,40,3,0,0,49,100,0,180,160,89,121
4/12/2016,,35,64,0,0,93,111,0,300,310,94,116
4/13/2016,,28,0,0,0,52,122,-21,360,340,72,98
4/14/2016,,42,0,0,0,63,133,17,30,40,81,148
4/15/2016,,56,0,0,0,73,150,17,350,30,103,174
4/16/2016,,36,0,0,0,83,156,17,30,40,81,143
4/17/2016,,22,0,0,0,72,156,-10,180,160,63,76
4/18/2016,,25,8,0,0,97,183,22,140,110,58,72
4/19/2016,,29,41,0,0,80,139,50,340,350,89,116
4/20/2016,,44,0,0,0,90,150,28,360,340,98,125
4/21/2016,,25,0,0,0,103,200,0,160,150,67,85
4/22/2016,,13,0,0,0,127,200,67,150,150,58,72
4/23/2016,,48,3,0,0,133,178,61,330,330,112,130
4/24/2016,,41,0,0,0,85,139,6,350,340,94,161
4/25/2016,,37,0,0,0,77,167,-21,170,190,81,139
4/26/2016,,28,102,56,0,40,72,-10,50,,63,
4/27/2016,,34,0,0,30,46,133,-27,280,290,94,125
4/28/2016,,29,0,0,0,54,94,-16,180,150,72,89
4/29/2016,,33,0,0,0,46,94,6,160,160,67,89
4/30/2016,,24,0,0,0,67,128,-10,170,190,72,98
5/1/2016,,24,5,0,0,73,111,33,190,170,67,94
5/2/2016,,42,239,0,0,69,78,61,70,70,72,89
5/3/2016,,17,0,0,0,78,111,50,10,360,63,76
5/4/2016,,35,71,0,0,73,100,44,60,60,72,98
5/5/2016,,52,61,0,0,72,89,61,20,20,76,98
5/6/2016,,33,10,0,0,104,161,72,20,360,72,107
5/7/2016,,34,0,0,0,86,94,72,90,90,67,81
5/8/2016,,39,8,0,0,87,133,50,300,300,130,165
5/9/2016,,55,0,0,0,86,139,33,290,280,125,170
5/10/2016,,22,0,0,0,110,194,17,160,280,72,94
5/11/2016,,34,0,0,0,137,228,44,190,360,89,116
5/12/2016,,32,0,0,0,144,206,50,180,200,76,107
5/13/2016,,23,48,0,0,125,167,78,160,150,72,89
5/14/2016,,34,3,0,0,162,233,111,180,170,94,121
5/15/2016,,60,3,0,0,129,144,61,290,270,125,170
5/16/2016,,76,0,0,0,76,111,44,290,300,143,192
5/17/2016,,46,0,0,0,124,206,44,300,310,103,130
5/18/2016,,30,0,0,0,129,167,72,160,170,67,89
5/19/2016,,22,0,0,0,123,189,67,150,150,63,85
5/20/2016,,27,0,0,0,153,233,78,180,,58,
5/21/2016,,39,0,0,0,170,244,94,190,200,107,143
5/22/2016,,20,0,0,0,149,183,100,90,90,67,76
5/23/2016,,26,0,0,0,160,244,78,150,140,67,89
5/24/2016,,29,18,0,0,125,156,106,90,30,67,89
5/25/2016,,22,3,0,0,132,183,106,160,180,58,72
5/26/2016,,28,0,0,0,181,261,122,160,160,63,76
5/27/2016,,33,28,0,0,137,150,111,90,90,67,85
5/28/2016,,26,0,0,0,188,306,111,90,90,72,89
5/29/2016,,43,0,0,0,139,150,106,100,80,72,89
5/30/2016,,17,23,0,0,133,200,106,160,180,54,67
5/31/2016,,34,0,0,0,227,306,161,270,240,81,103
6/1/2016,,30,0,0,0,194,239,117,120,10,67,85
6/2/2016,,36,0,0,0,142,172,106,110,110,63,94
6/3/2016,,25,0,0,0,137,161,122,150,150,58,72
6/4/2016,,20,5,0,0,163,228,133,160,180,58,63
6/5/2016,,34,617,0,0,138,144,128,80,100,89,116
6/6/2016,,28,3,0,0,175,278,133,260,220,72,107
6/7/2016,,16,46,0,0,183,228,117,100,100,63,76
6/8/2016,,55,3,0,0,185,233,117,320,310,107,139
6/9/2016,,66,0,0,0,143,189,100,320,320,148,183
6/10/2016,,38,0,0,0,150,211,100,320,360,76,112
6/11/2016,,19,5,0,0,138,178,78,160,150,58,72
6/12/2016,,49,0,0,0,158,239,106,290,330,134,179
6/13/2016,,62,3,0,0,152,217,111,320,300,125,170
6/14/2016,,64,0,0,0,171,239,133,310,300,112,161
6/15/2016,,46,0,0,0,212,272,128,350,350,98,130
6/16/2016,,21,0,0,0,192,278,100,140,20,72,98
6/17/2016,,19,0,0,0,176,239,94,170,200,72,94
6/18/2016,,29,0,0,0,172,222,111,170,150,58,76
6/19/2016,,45,0,0,0,170,228,117,180,200,98,125
6/20/2016,,42,0,0,0,186,233,144,180,200,81,121
6/21/2016,,42,0,0,0,224,294,150,290,300,98,134
6/22/2016,,24,23,0,0,184,239,117,310,250,81,112
6/23/2016,,31,0,0,0,178,244,100,190,190,89,116
6/24/2016,,26,0,0,0,186,244,117,180,180,67,89
6/25/2016,,22,0,0,0,181,250,100,160,150,76,107
6/26/2016,,23,0,0,0,186,250,111,180,170,72,103
6/27/2016,,41,3,0,0,202,278,139,190,190,94,130
6/28/2016,,41,185,0,0,199,222,172,190,190,67,98
6/29/2016,,20,231,0,0,192,222,167,350,350,98,139
6/30/2016,,29,0,0,0,208,278,144,180,330,72,134
7/1/2016,,33,18,0,0,204,261,144,180,180,81,121
7/2/2016,,50,0,0,0,207,256,128,300,300,107,130
7/3/2016,,41,0,0,0,201,278,122,300,280,94,134
7/4/2016,,33,0,0,0,224,300,139,260,210,76,107
7/5/2016,,24,0,0,0,217,272,156,180,180,72,94
7/6/2016,,28,0,0,0,232,311,161,80,80,67,81
7/7/2016,,30,3,0,0,183,206,156,60,50,63,76
7/8/2016,,38,0,0,0,174,206,144,50,50,63,76
7/9/2016,,42,91,0,0,146,150,133,80,90,67,85
7/10/2016,,26,56,0,0,148,172,133,110,100,54,67
7/11/2016,,27,0,0,0,198,272,150,10,340,72,98
7/12/2016,,23,0,0,0,218,300,139,190,150,58,72
7/13/2016,,29,0,0,0,221,278,150,180,150,67,94
7/14/2016,,44,109,0,0,227,261,194,180,200,94,130
7/15/2016,,31,0,0,0,259,328,206,270,250,81,103
7/16/2016,,34,0,0,0,255,306,206,280,290,76,103
7/17/2016,,25,48,0,0,221,256,178,280,280,81,98
7/18/2016,,26,0,0,0,222,294,178,230,220,89,112
7/19/2016,,38,0,0,0,224,261,144,310,310,98,134
7/20/2016,,46,0,0,0,206,278,128,300,290,98,125
7/21/2016,,25,0,0,0,217,289,128,160,150,63,85
7/22/2016,,40,0,0,0,258,350,189,310,330,130,183
7/23/2016,,29,3,0,0,247,317,194,340,340,206,233
7/24/2016,,26,0,0,0,227,289,178,350,350,63,76
7/25/2016,,21,94,0,0,222,289,161,160,160,58,89
7/26/2016,,31,0,0,0,251,322,189,330,330,76,112
7/27/2016,,29,0,0,0,244,294,178,200,200,67,85
7/28/2016,,17,0,0,0,240,306,178,200,210,63,94
7/29/2016,,19,0,0,0,236,278,189,50,50,54,72
7/30/2016,,26,0,0,0,228,289,178,330,330,63,85
7/31/2016,,15,10,0,0,204,217,183,320,30,40,49
8/1/2016,,14,15,0,0,200,217,183,80,90,40,49
8/2/2016,,19,0,0,0,208,250,150,80,90,63,76
8/3/2016,,25,0,0,0,206,289,128,180,190,72,94
8/4/2016,,34,0,0,0,218,283,150,180,180,89,125
8/5/2016,,40,0,0,0,220,278,167,190,170,103,143
8/6/2016,,42,0,0,0,250,344,200,250,260,98,143
8/7/2016,,42,0,0,0,244,306,167,320,290,98,134
8/8/2016,,31,0,0,0,227,306,133,290,270,103,134
8/9/2016,,22,0,0,0,202,261,128,150,150,67,85
8/10/2016,,16,25,0,0,185,211,139,190,180,54,72
8/11/2016,,20,0,0,0,246,322,189,160,170,67,94
8/12/2016,,35,86,0,0,272,372,189,350,360,130,157
8/13/2016,,30,51,0,0,188,200,167,90,100,63,76
8/14/2016,,33,0,0,0,232,344,172,260,270,89,130
8/15/2016,,29,0,0,0,260,300,183,350,320,76,103
8/16/2016,,23,114,0,0,211,261,156,90,90,58,67
8/17/2016,,49,0,0,0,240,289,172,310,330,130,192
8/18/2016,,22,0,0,0,228,311,150,290,290,72,98
8/19/2016,,29,0,0,0,238,300,178,330,360,67,112
8/20/2016,,30,0,0,0,208,256,150,150,140,76,94
8/21/2016,,33,3,0,0,212,250,167,130,120,72,98
8/22/2016,,43,175,0,0,216,256,139,350,350,94,121
8/23/2016,,30,0,0,0,193,267,117,260,280,58,85
8/24/2016,,26,0,0,0,217,300,144,190,160,67,89
8/25/2016,,32,0,0,0,229,272,189,190,190,76,107
8/26/2016,,29,13,0,0,244,311,183,310,320,58,76
8/27/2016,,22,0,0,0,236,306,167,320,350,67,85
8/28/2016,,30,0,0,0,207,261,150,170,190,72,103
8/29/2016,,47,0,0,0,233,300,161,340,310,112,157
8/30/2016,,28,0,0,0,201,267,122,180,170,72,94
8/31/2016,,18,0,0,0,208,278,156,290,260,63,85
9/1/2016,,25,0,0,0,221,272,183,340,330,63,85
9/2/2016,,29,0,0,0,206,250,139,360,360,63,85
9/3/2016,,17,0,0,0,179,250,117,320,20,54,72
9/4/2016,,16,0,0,0,171,239,106,100,90,54,63
9/5/2016,,29,0,0,0,165,233,106,100,90,76,89
9/6/2016,,27,5,0,0,187,217,167,10,360,63,98
9/7/2016,,19,13,0,0,188,217,172,80,90,40,49
9/8/2016,,22,0,0,0,203,244,183,80,80,58,63
9/9/2016,,15,0,0,0,238,328,167,320,320,67,89
9/10/2016,,21,0,0,0,209,272,144,140,140,63,76
9/11/2016,,40,41,0,0,214,267,117,270,280,125,170
9/12/2016,,23,0,0,0,160,239,67,190,200,67,85
9/13/2016,,25,0,0,0,177,267,89,180,170,72,103
9/14/2016,,49,0,0,0,212,300,133,340,340,116,152
9/15/2016,,25,0,0,0,156,206,89,170,170,54,76
9/16/2016,,36,0,0,0,138,211,67,170,190,81,116
9/17/2016,,38,0,0,0,165,211,117,170,170,81,116
9/18/2016,,26,28,0,0,197,250,172,230,230,63,85
9/19/2016,,13,58,0,0,203,228,183,330,330,40,54
9/20/2016,,22,0,0,0,198,244,178,170,170,67,94
9/21/2016,,26,0,0,0,217,283,150,360,360,63,81
9/22/2016,,25,0,0,0,199,267,133,160,200,67,85
9/23/2016,,35,13,0,0,186,233,94,10,40,81,103
9/24/2016,,36,0,0,0,134,194,61,340,360,98,134
9/25/2016,,49,0,0,0,120,178,56,340,350,103,134
9/26/2016,,30,0,0,0,108,183,39,160,170,67,89
9/27/2016,,19,61,0,0,154,217,122,70,70,67,94
9/28/2016,,41,0,0,0,136,167,117,20,30,72,89
9/29/2016,,35,0,0,0,129,178,72,40,40,81,116
9/30/2016,,30,0,0,0,107,156,67,100,100,67,81
10/1/2016,,31,84,0,0,123,150,100,30,30,63,81
10/2/2016,,21,5,0,0,114,150,94,30,10,54,67
10/3/2016,,35,0,0,0,147,211,111,100,100,76,103
10/4/2016,,28,0,0,0,129,150,56,80,90,58,72
10/5/2016,,13,0,0,0,100,172,22,90,130,45,58
10/6/2016,,16,0,0,0,116,217,39,190,200,58,72
10/7/2016,,17,0,0,0,143,233,67,160,200,45,63
10/8/2016,,20,0,0,0,131,183,83,160,180,63,81
10/9/2016,,36,206,0,0,129,161,83,10,360,98,121
10/10/2016,,58,0,0,0,100,144,39,360,360,125,170
10/11/2016,,21,0,0,0,84,172,6,180,160,58,72
10/12/2016,,18,0,0,0,101,167,28,160,170,63,76
10/13/2016,,34,5,0,0,127,178,67,300,310,76,103
10/14/2016,,37,0,0,0,103,144,28,350,350,81,112
10/15/2016,,14,0,0,0,58,117,-10,120,150,45,58
10/16/2016,,24,3,0,0,91,189,6,230,240,63,81
10/17/2016,,24,0,0,0,166,233,94,50,150,67,85
10/18/2016,,25,0,0,0,122,133,100,90,40,58,76
10/19/2016,,27,3,0,0,176,256,94,320,320,94,116
10/20/2016,,31,0,0,0,116,156,44,100,100,76,94
10/21/2016,,30,968,0,0,145,183,128,330,130,81,116
10/22/2016,,31,117,0,0,161,178,61,260,260,89,116
10/23/2016,,67,0,0,0,78,106,50,280,270,130,170
10/24/2016,,51,0,0,0,85,139,50,290,280,112,139
10/25/2016,,47,0,0,0,57,89,0,320,320,98,130
10/26/2016,,45,0,0,0,41,94,-5,330,360,81,112
10/27/2016,,27,91,0,0,39,89,-10,120,130,67,85
10/28/2016,,80,569,0,0,77,100,44,60,90,130,179
10/29/2016,,18,61,0,0,53,78,28,340,330,63,85
10/30/2016,,28,13,0,0,87,139,50,270,320,58,76
10/31/2016,,40,0,0,0,62,100,-5,330,340,81,107
11/1/2016,,21,0,0,0,26,100,-32,160,150,58,76
11/2/2016,,7,0,0,0,95,161,56,290,220,40,58
11/3/2016,,29,203,0,0,86,111,50,340,360,72,89
11/4/2016,,36,0,0,0,83,128,-21,330,310,81,112
11/5/2016,,17,0,0,0,31,111,-38,240,250,54,67
11/6/2016,,38,0,0,0,66,94,22,360,350,116,148
11/7/2016,,26,0,0,0,44,94,-10,350,350,67,94
11/8/2016,,11,0,0,0,52,161,-21,170,150,36,45
11/9/2016,,31,0,0,0,79,161,28,360,350,89,125
11/10/2016,,28,0,0,0,45,94,-32,220,180,63,89
11/11/2016,,75,0,0,0,78,128,22,310,310,161,201
11/12/2016,,37,0,0,0,36,83,-27,320,310,94,134
11/13/2016,,23,0,0,0,84,144,17,260,290,63,81
11/14/2016,,12,0,0,0,72,167,-10,100,100,54,58
11/15/2016,,40,279,0,0,68,117,33,50,50,94,121
11/16/2016,,32,46,0,0,114,128,78,130,130,72,103
11/17/2016,,34,0,0,0,104,156,56,330,320,67,94
11/18/2016,,33,0,0,0,91,172,33,340,340,72,89
11/19/2016,,25,3,0,0,87,139,44,20,30,54,67
11/20/2016,,49,86,5,0,78,100,0,180,210,94,134
11/21/2016,,52,10,8,0,8,22,-16,280,260,94,130
11/22/2016,,48,0,0,0,8,56,-21,280,300,98,125
11/23/2016,,53,0,0,0,14,67,-27,330,330,112,143
11/24/2016,,21,3,0,0,1,28,-27,30,20,40,54
11/25/2016,,21,38,0,0,18,33,6,280,280,40,49
11/26/2016,,22,8,0,0,32,83,6,330,330,54,72
11/27/2016,,38,0,0,0,38,50,-21,330,320,72,94
11/28/2016,,29,0,0,0,9,61,-43,300,320,67,94
11/29/2016,,21,307,0,0,4,100,-49,320,140,58,85
11/30/2016,,31,48,0,0,43,56,11,60,40,67,89
12/1/2016,,56,284,0,0,75,111,50,90,80,116,152
12/2/2016,,39,0,0,0,61,100,6,270,260,89,112
12/3/2016,,49,0,0,0,41,78,6,350,350,103,148
12/4/2016,,40,0,0,0,18,50,-43,330,320,81,121
12/5/2016,,21,41,51,0,-29,-10,-66,30,30,40,54
12/6/2016,,17,0,0,50,-22,39,-88,310,330,45,63
12/7/2016,,16,8,3,30,-9,17,-21,350,360,40,49
12/8/2016,,25,0,0,0,8,56,-32,270,280,67,85
12/9/2016,,55,0,0,0,-8,6,-60,290,300,103,148
12/10/2016,,31,0,0,0,-61,-27,-116,340,360,81,112
12/11/2016,,15,0,0,0,-78,-5,-132,270,260,54,63
12/12/2016,,22,165,102,80,-24,6,-60,10,320,72,89
12/13/2016,,19,0,0,100,-16,22,-49,230,220,67,98
12/14/2016,,34,3,0,80,6,39,-55,280,270,94,112
12/15/2016,,58,0,0,80,-57,-32,-166,300,290,139,192
12/16/2016,,47,0,0,80,-155,-127,-193,290,300,143,183
12/17/2016,,20,135,112,80,-113,-60,-160,310,330,58,72
12/18/2016,,35,124,0,180,-7,94,-60,280,290,112,134
12/19/2016,,28,0,0,100,-57,-21,-149,310,310,81,130
12/20/2016,,23,0,0,100,-106,-10,-166,210,200,63,81
12/21/2016,,40,0,0,100,-4,50,-49,270,280,72,94
12/22/2016,,23,20,13,80,-1,6,-27,290,210,54,72
12/23/2016,,30,0,0,100,4,50,-43,240,250,63,85
12/24/2016,,34,36,0,80,18,44,6,200,190,72,98
12/25/2016,,45,0,0,50,16,44,-71,330,340,112,157
12/26/2016,,22,5,0,50,-60,39,-99,210,210,76,112
12/27/2016,,41,30,0,50,61,117,-10,260,250,112,174
12/28/2016,,32,0,0,0,16,39,-27,300,290,76,98
12/29/2016,,36,404,114,0,-31,39,-49,290,290,103,143
12/30/2016,,57,64,81,150,10,28,-66,290,280,103,134
12/31/2016,,32,30,3,130,-41,22,-110,200,200,76,103
1/1/2017,,38,13,0,100,23,50,-55,280,260,81,112
1/2/2017,,5,0,0,80,-24,33,-88,240,210,31,36
1/3/2017,,49,257,0,80,1,44,-32,80,100,103,152
1/4/2017,,48,30,0,50,29,72,0,260,270,94,148
1/5/2017,,57,0,0,50,-7,6,-38,280,280,112,161
1/6/2017,,27,0,0,30,-34,-10,-77,260,270,63,72
1/7/2017,,31,23,28,30,-79,-66,-116,350,10,76,94
1/8/2017,,46,3,3,50,-92,-60,-127,340,340,81,103
1/9/2017,,17,0,0,50,-118,-82,-171,270,280,54,63
1/10/2017,,26,51,0,30,-91,56,-143,180,180,107,170
1/11/2017,,51,58,0,0,75,122,17,190,200,116,179
1/12/2017,,21,28,0,0,71,100,39,200,190,45,63
1/13/2017,,58,0,0,0,62,111,-82,320,330,125,170
1/14/2017,,21,0,0,0,-76,-38,-121,350,340,58,67
1/15/2017,,24,0,0,0,-41,11,-99,340,320,58,76
1/16/2017,,23,0,0,0,-41,39,-105,220,220,67,94
1/17/2017,,26,5,5,0,-7,44,-71,100,100,72,89
1/18/2017,,43,104,112,80,-13,6,-38,40,60,67,94
1/19/2017,,14,8,13,130,-12,44,-38,350,320,40,49
1/20/2017,,10,0,0,80,10,44,-55,300,310,36,45
1/21/2017,,8,0,0,50,33,72,22,200,230,36,45
1/22/2017,,38,0,0,30,27,33,6,40,50,89,125
1/23/2017,,70,0,0,0,1,6,-10,40,40,103,134
1/24/2017,,71,345,20,30,-7,11,-16,30,40,116,157
1/25/2017,,36,3,0,30,22,56,-21,340,330,76,107
1/26/2017,,34,0,0,30,26,83,-21,270,270,89,121
1/27/2017,,62,0,0,0,34,61,11,280,290,116,161
1/28/2017,,50,0,0,0,17,44,-10,290,280,125,148
1/29/2017,,35,0,0,0,4,56,-32,280,280,98,125
1/30/2017,,30,0,0,0,-19,17,-71,310,320,63,81
1/31/2017,,17,0,0,0,-64,-38,-110,350,340,58,67
2/1/2017,,22,8,10,0,-43,11,-66,280,270,58,72
2/2/2017,,35,0,0,0,-16,33,-60,280,280,112,152
2/3/2017,,35,0,0,0,-41,6,-93,260,230,81,116
2/4/2017,,42,0,0,0,-54,-10,-99,280,270,98,139
2/5/2017,,35,0,0,0,-21,39,-55,220,230,81,107
2/6/2017,,51,0,0,0,-11,6,-49,290,300,112,165
2/7/2017,,48,145,104,30,-64,-38,-88,30,40,76,98
2/8/2017,,34,33,5,100,-30,100,-93,300,290,130,161
2/9/2017,,70,109,191,50,-36,0,-121,320,340,139,174
2/10/2017,,39,0,0,180,-121,-99,-160,320,310,130,170
2/11/2017,,50,53,152,230,-123,-93,-138,360,360,81,107
2/12/2017,,47,287,239,230,-83,-49,-93,50,50,76,121
2/13/2017,,87,112,170,510,-49,-27,-66,320,340,134,188
2/14/2017,,16,0,0,460,-51,-10,-121,320,320,63,81
2/15/2017,,34,234,43,410,-39,39,-88,80,90,107,148
2/16/2017,,43,69,94,430,-13,17,-55,20,20,89,143
2/17/2017,,34,0,0,380,-33,33,-110,310,330,76,103
2/18/2017,,25,0,0,380,-20,50,-93,180,180,63,107
2/19/2017,,28,0,0,330,59,128,-21,320,320,81,112
2/20/2017,,54,0,0,250,35,56,-38,350,350,94,143
2/21/2017,,23,0,0,250,-18,28,-93,160,140,58,67
2/22/2017,,12,0,0,230,37,94,-21,170,,31,
2/23/2017,,18,0,0,200,24,106,-32,150,180,58,81
2/24/2017,,16,8,0,180,80,117,28,150,220,40,58
2/25/2017,,28,64,0,100,62,100,17,260,160,72,103
2/26/2017,,54,36,0,50,48,78,-38,300,310,116,152
2/27/2017,,43,0,0,50,19,111,-38,270,270,107,148
2/28/2017,,19,0,0,30,44,78,0,120,130,54,89
3/1/2017,,21,20,0,0,61,89,44,200,190,63,94
3/2/2017,,72,0,0,0,61,122,-49,280,290,161,206
3/3/2017,,47,0,0,0,-41,6,-88,310,320,94,112
3/4/2017,,74,0,0,0,-99,-82,-138,310,350,134,192
3/5/2017,,75,0,0,0,-89,-5,-132,310,330,116,174
3/6/2017,,21,0,0,0,-54,44,-149,320,300,54,67
3/7/2017,,21,15,0,0,7,44,-38,170,170,45,103
3/8/2017,,29,38,0,0,59,122,11,300,290,103,134
3/9/2017,,60,0,0,0,43,61,-16,280,290,165,215
3/10/2017,,31,13,30,30,-18,-5,-82,340,340,98,148
3/11/2017,,76,0,0,30,-110,-82,-160,290,290,130,174
3/12/2017,,41,0,0,0,-118,-38,-171,290,300,94,130
3/13/2017,,22,0,0,0,-82,0,-143,150,160,63,85
3/14/2017,,74,363,414,0,-39,-16,-66,30,40,179,264
3/15/2017,,57,3,3,300,-30,-5,-66,290,280,98,130
3/16/2017,,46,0,0,280,-44,-5,-93,280,330,98,121
3/17/2017,,18,0,0,280,-49,22,-127,350,330,72,112
3/18/2017,,23,0,0,250,-38,0,-116,170,140,58,76
3/19/2017,,44,0,0,230,-6,44,-32,60,80,94,130
3/20/2017,,43,0,0,200,34,100,-10,340,30,98,125
3/21/2017,,23,0,0,180,38,83,-10,160,180,63,81
3/22/2017,,72,3,0,180,-13,11,-88,340,340,148,201
3/23/2017,,49,0,0,180,-57,11,-99,330,330,116,174
3/24/2017,,28,71,15,130,-17,22,-55,210,220,98,134
3/25/2017,,28,0,0,130,25,56,-16,350,360,58,72
3/26/2017,,28,0,0,100,-2,17,-55,60,50,67,85
3/27/2017,,41,191,0,100,16,28,6,70,60,81,112
3/28/2017,,18,64,0,100,12,22,0,60,70,54,72
3/29/2017,,51,18,0,50,34,78,11,330,330,98,139
3/30/2017,,48,0,0,50,43,94,0,330,330,103,148
3/31/2017,,28,91,76,30,19,33,-5,50,80,63,76
4/1/2017,,57,282,201,200,3,11,0,50,60,112,152
4/2/2017,,31,0,0,180,28,100,-5,350,340,81,116
4/3/2017,,26,0,0,130,39,111,-32,310,340,72,103
4/4/2017,,53,183,0,80,28,50,11,80,90,98,143
4/5/2017,,34,3,0,50,28,61,11,40,40,72,98
4/6/2017,,51,465,0,30,31,78,22,70,80,112,134
4/7/2017,,36,0,0,0,67,106,44,180,180,89,134
4/8/2017,,53,0,0,0,57,94,28,300,310,98,134
4/9/2017,,24,0,0,0,61,150,-16,280,320,67,89
4/10/2017,,27,0,0,0,92,189,6,190,180,63,98
4/11/2017,,20,0,0,0,143,244,50,90,,40,
4/12/2017,,18,51,0,0,108,156,67,150,,67,
4/13/2017,,42,0,0,0,88,156,11,340,330,89,134
4/14/2017,,34,0,0,0,82,161,0,10,350,63,98
4/15/2017,,39,0,0,0,87,172,-10,180,170,76,139
4/16/2017,,46,8,0,0,181,300,83,290,280,98,157
4/17/2017,,54,0,0,0,193,206,67,320,280,89,148
4/18/2017,,31,0,0,0,71,94,0,110,110,63,98
4/19/2017,,39,41,0,0,35,78,-10,170,150,81,165
4/20/2017,,35,0,0,0,74,122,56,80,90,58,94
4/21/2017,,55,91,0,0,56,56,33,80,120,67,107
4/22/2017,,30,33,0,0,41,56,22,80,70,67,89
4/23/2017,,37,0,0,0,69,156,11,190,170,67,139
4/24/2017,,29,0,0,0,96,167,17,80,90,67,89
4/25/2017,,44,137,0,0,69,89,50,80,70,63,121
4/26/2017,,34,333,0,0,89,122,72,60,70,63,76
4/27/2017,,23,0,0,0,109,156,83,100,60,45,72
4/28/2017,,21,0,0,0,120,189,78,90,,67,
4/29/2017,,40,0,0,0,169,272,78,290,340,94,170
4/30/2017,,42,0,0,0,105,117,50,330,320,116,161
5/1/2017,,43,33,0,0,66,67,56,140,310,72,98
5/2/2017,,26,84,0,0,76,139,56,260,260,72,103
5/3/2017,,57,0,0,0,123,178,39,290,330,116,170
5/4/2017,,34,0,0,0,83,144,11,180,180,81,112
5/5/2017,,50,173,0,0,78,100,67,100,100,143,174
5/6/2017,,45,33,0,0,106,150,83,140,150,107,170
5/7/2017,,62,3,0,0,113,156,83,180,190,125,165
5/8/2017,,34,13,0,0,89,117,44,220,250,72,121
5/9/2017,,22,0,0,0,69,117,0,90,130,63,89
5/10/2017,,30,0,0,0,86,133,56,120,130,72,94
5/11/2017,,33,3,0,0,94,128,67,20,20,72,94
5/12/2017,,31,0,0,0,108,150,78,180,170,63,94
5/13/2017,,26,0,0,0,94,144,39,150,140,63,98
5/14/2017,,51,183,0,0,81,89,72,350,30,81,174
5/15/2017,,49,10,0,0,93,139,61,350,350,98,161
5/16/2017,,41,0,0,0,147,250,44,330,330,94,134
5/17/2017,,36,0,0,0,183,250,83,170,170,107,139
